id,title,authors,doi,arxiv_id,year,journal,application,source_api,url,pdf_url
1845,Alfven Waves in Partially Ionised Solar Steady-State Plasmas,"[""Nada F. Alshehri"", ""Istvan Ballai"", ""Viktor Fedun"", ""Gary Verth""]",10.1007/s11207-025-02567-0,2511.10330v1,2025,"Solar Physics, 300, Article 2567",fuel_cell,arxiv,http://arxiv.org/abs/2511.10330v1,https://arxiv.org/pdf/2511.10330v1
1860,Towards Fast Bayesian inference of equivalent circuit parameters of perovskite solar cell,"[""Jian Sun"", ""Jintian Pan"", ""Qing Song"", ""Yang Liu"", ""Yue Wang"", ""Yonghua Chen"", ""Deli Li""]",10.1016/j.solener.2025.113308,,2025,Solar Energy,,crossref,https://doi.org/10.1016/j.solener.2025.113308,
1879,"Review for ""Enhancement of perovskite solar cell performance in ambient air through NH4Br incorporation: improved film quality and open-circuit voltage for nanorod-based devices""",[],10.1039/d5nj00589b/v2/review1,,2025,,,crossref,https://doi.org/10.1039/d5nj00589b/v2/review1,
1888,Fundamentals of Perovskite Solar Cell and Its Tandem,"[""Deboraj Muchahary""]",10.1201/9781003478027-4,,2025,Perovskite Solar Cells,,crossref,https://doi.org/10.1201/9781003478027-4,
1895,Much ado about MOFs: Metal-Organic-Frameworks as Quantum Materials,"[""Natalia Drichko"", ""V. Sara Thoi"", ""N. Peter Armitage""]",,2509.16703v2,2025,,fuel_cell,arxiv,http://arxiv.org/abs/2509.16703v2,https://arxiv.org/pdf/2509.16703v2
1898,Commutative Algebra Modeling in Materials Science -- A Case Study on Metal-Organic Frameworks (MOFs),"[""Caleb Simiyu Khaemba"", ""Hongsong Feng"", ""Dong Chen"", ""Chun-Long Chen"", ""Guo-Wei Wei""]",,2511.03124v1,2025,,,arxiv,http://arxiv.org/abs/2511.03124v1,https://arxiv.org/pdf/2511.03124v1
1902,Tuning Magnetism of Metal-Organic Framework by Different Types of Pressure,"[""Shuang Liu"", ""Na Su"", ""Huixia Fu"", ""Yan Liu"", ""Young Sun""]",,2503.04505v2,2025,,fuel_cell,arxiv,http://arxiv.org/abs/2503.04505v2,https://arxiv.org/pdf/2503.04505v2
1905,Development of organic passive devices for RF applications,"[""A. Aliane"", ""A. Daami"", ""T. Card"", ""R. Gwoziecki"", ""I. Chartier"", ""R. Coppard"", ""E. Bergeret"", ""E. B\u00e8nevent"", ""P. Pannier""]",,2510.27449v1,2025,"4th International Conference and Exhibition for the Organic and Printed Electronics Industry, 19-21 June 2012, Munich, Germany",fuel_cell,arxiv,http://arxiv.org/abs/2510.27449v1,https://arxiv.org/pdf/2510.27449v1
1915,Building-Block Aware Generative Modeling for 3D Crystals of Metal Organic Frameworks,"[""Chenru Duan"", ""Aditya Nandy"", ""Sizhan Liu"", ""Yuanqi Du"", ""Liu He"", ""Yi Qu"", ""Haojun Jia"", ""Jin-Hu Dou""]",,2505.08531v1,2025,,fuel_cell,arxiv,http://arxiv.org/abs/2505.08531v1,https://arxiv.org/pdf/2505.08531v1
1916,Predicting Methane Adsorption in Metal-Substituted MOFs: A Comparative Study between Density Functional Theory and Machine Learning,"[""Karim Aljamal"", ""Xiao Wang""]",,2504.15034v2,2025,,fuel_cell,arxiv,http://arxiv.org/abs/2504.15034v2,https://arxiv.org/pdf/2504.15034v2
1926,Flexible MOF Generation with Torsion-Aware Flow Matching,"[""Nayoung Kim"", ""Seongsu Kim"", ""Sungsoo Ahn""]",,2505.17914v4,2025,Neural Information Processing Systems (NeurIPS) 2025,,arxiv,http://arxiv.org/abs/2505.17914v4,https://arxiv.org/pdf/2505.17914v4
1927,The structure and topology of an amorphous metal-organic framework,"[""Thomas C. Nicholas"", ""Daniel F. Thomas du Toit"", ""Louise A. M. Rosset"", ""Davide M. Proserpio"", ""Andrew L. Goodwin"", ""Volker L. Deringer""]",,2503.24367v1,2025,,fuel_cell,arxiv,http://arxiv.org/abs/2503.24367v1,https://arxiv.org/pdf/2503.24367v1
1929,Collective Buckling in Metal-Organic Framework Materials,"[""Nico Hahn"", ""Lars \u00d6hrstr\u00f6m"", ""R. Matthias Geilhufe""]",10.1103/bpjt-6qr2,2511.16286v2,2025,Phys. Rev. Research 8 013325 (2026),,arxiv,http://arxiv.org/abs/2511.16286v2,https://arxiv.org/pdf/2511.16286v2
1935,A Multi-Scale Quantum Framework for Evaluating Metal-Organic Frameworks in Carbon Capture,"[""Tom W. A. Montgomery"", ""Adrian Varela-Alvarez"", ""Sam Genway"", ""Philip Llewellyn"", ""Phalgun Lolur""]",,2505.04527v3,2025,,,arxiv,http://arxiv.org/abs/2505.04527v3,https://arxiv.org/pdf/2505.04527v3
1942,"Review for ""MOFChecker: A Package for Validating and Correcting Metal-Organic Framework (MOF) Structures""",[],10.1039/d5dd00109a/v1/review2,,2025,,fuel_cell,crossref,https://doi.org/10.1039/d5dd00109a/v1/review2,
1944,"Review for ""Asymmetric linker generates intrinsically disordered metal-organic framework with local MOF-74 structure""",[],10.1039/d5cc03713a/v2/review1,,2025,,,crossref,https://doi.org/10.1039/d5cc03713a/v2/review1,
1957,"Decision letter for ""MOFChecker: A Package for Validating and Correcting Metal-Organic Framework (MOF) Structures""",[],10.1039/d5dd00109a/v1/decision1,,2025,,fuel_cell,crossref,https://doi.org/10.1039/d5dd00109a/v1/decision1,
1965,Synthesis and characterization of aluminium metal–organic framework (Al-MOF) and its functionalization with fluorescein (FL@Al-MOF) for heavy metal ion sensing,"[""Anuj Kukreti"", ""Archana Thakur""]",10.1007/s11696-025-04557-9,,2025,Chemical Papers,,crossref,https://doi.org/10.1007/s11696-025-04557-9,https://link.springer.com/content/pdf/10.1007/s11696-025-04557-9.pdf
1966,Metal–Organic Framework (MOF)-based Nanocomposites as Catalysts in Organic Reactions,"[""Zahra Taherinia"", ""Arash Ghorbani-Choghamarani""]",10.1039/9781837677191-00207,,2025,Nanocomposites as Catalysts in Organic Reactions,,crossref,https://doi.org/10.1039/9781837677191-00207,
1971,Scattering Theory and dispersive estimates for general $1$d Charge Transfer Models,"[""Gong Chen"", ""Abdon Moutinho""]",,2510.11807v1,2025,,,arxiv,http://arxiv.org/abs/2510.11807v1,https://arxiv.org/pdf/2510.11807v1
1978,Dispersive analysis for one-dimensional charge transfer models,"[""Gong Chen"", ""Abdon Moutinho""]",,2505.00867v2,2025,,,arxiv,http://arxiv.org/abs/2505.00867v2,https://arxiv.org/pdf/2505.00867v2
1986,Increased Covalence and V-center mediated Dark Fenton-Like Reactions in V-doped TiO2: Mechanisms of Enhanced Charge-Transfer,"[""Manju Kumari"", ""Dilip Sasmal"", ""Suresh Chandra Baral"", ""Maneesha P"", ""Poonam Singh"", ""Abdelkrim Mekki"", ""Khalil Harrabi"", ""Somaditya Sen""]",,2512.24219v1,2025,,fuel_cell,arxiv,http://arxiv.org/abs/2512.24219v1,https://arxiv.org/pdf/2512.24219v1
2007,Gate electrode-induced nonreciprocal resistance in topological insulators,"[""Sofie K\u00f6lling"", ""Florian R. Westerhof"", ""Alexander Brinkman""]",,2503.13141v1,2025,,fuel_cell,arxiv,http://arxiv.org/abs/2503.13141v1,https://arxiv.org/pdf/2503.13141v1
2043,"Review for ""Lipopolysaccharide-Imprinted Magneto-TiO2 Nanoagents Harness Dopamine Charge Transfer to Drive Visible-Light Photodynamic Therapy for Sepsis""",[],10.1039/d5tb01349f/v1/review2,,2025,,fuel_cell,crossref,https://doi.org/10.1039/d5tb01349f/v1/review2,
2061,Interfacing of an optical nanofiber with tunably spaced atoms in an optical lattice,"[""Hyok Sang Han"", ""Ahreum Lee"", ""Sarthak Subhankar"", ""Fredrik K. Fatemi"", ""S. L. Rolston""]",,2509.22958v3,2025,,fuel_cell,arxiv,http://arxiv.org/abs/2509.22958v3,https://arxiv.org/pdf/2509.22958v3
2072,Moving Beyond Marginal Carbon Intensity: A Poor Metric for Both Carbon Accounting and Grid Flexibility,"[""Philipp Wiesner"", ""Odej Kao""]",,2507.11377v1,2025,,fuel_cell,arxiv,http://arxiv.org/abs/2507.11377v1,https://arxiv.org/pdf/2507.11377v1
2073,Synthesis of nanoparticles from carboxymethyl cellulose using one-pot hydrothermal carbonization for Drug Entrapment Studies,"[""Mohaddeseh Sharifi"", ""S. Hajir Bahrami""]",,2507.18299v1,2025,,fuel_cell,arxiv,http://arxiv.org/abs/2507.18299v1,https://arxiv.org/pdf/2507.18299v1
2089,"Review for ""Gold Nanoparticle/Cellulose Nanofiber Composite Film for Tattoo-Type Biosensor""",[],10.1039/d5an00583c/v1/review1,,2025,,biosensor,crossref,https://doi.org/10.1039/d5an00583c/v1/review1,
2094,"Decision letter for ""Gold Nanoparticle/Cellulose Nanofiber Composite Film for Tattoo-Type Biosensor""",[],10.1039/d5an00583c/v1/decision1,,2025,,biosensor,crossref,https://doi.org/10.1039/d5an00583c/v1/decision1,
2122,"Author response for ""Gold Nanoparticle/Cellulose Nanofiber Composite Film for Tattoo-Type Biosensor""","[""Shuyi Sun"", ""Satohiro Itagaki"", ""Masashi Fujita"", ""Yojiro Yamamoto"", ""Hiroshi Shiigi""]",10.1039/d5an00583c/v2/response1,,2025,,biosensor,crossref,https://doi.org/10.1039/d5an00583c/v2/response1,
2197,Enhanced lithium-ion battery performance using silver nanowire-decorated multi-walled carbon nanotube composite anodes,"[""Mohammad Yazdanypoor"", ""Amir Ali Mohammad Khani""]",10.1016/j.ijoes.2025.101193,,2025,International Journal of Electrochemical Science,battery,crossref,https://doi.org/10.1016/j.ijoes.2025.101193,
2201,Preparation of Silicon/Carboxymethylcellulose-Polydopamine/Carbon Nanotube Composite Material and Its Electrochemical Performance as Anode of Lithium-Ion Batteries,"[""Lihuan Xu"", ""Longxia Li"", ""Chang Su""]",10.1115/1.4069103,,2025,Journal of Electrochemical Energy Conversion and Storage,battery,crossref,https://doi.org/10.1115/1.4069103,https://asmedigitalcollection.asme.org/electrochemical/article-pdf/22/4/041013/7518921/jeecs-25-1017.pdf
2221,One-Pot Improvement of Stretchable PEDOT/PSS Alginate Conductivity for Soft Sensing Biomedical Processes,"[""Somayeh Zanganeh"", ""Alberto Ranier Escobar"", ""Hung Cao"", ""Peter Tseng""]",10.3390/pr13072173,,2025,Processes,fuel_cell,crossref,https://doi.org/10.3390/pr13072173,
2232,Mechanism of electrical conductivity in PEDOT: PSS film enhanced with colloidal silver nanoparticles,"[""Nur\u2019Aishah Ahmad Shahrim"", ""Zuraida Ahmad"", ""Amelia Wong Azman"", ""Yose Fachmi Buys"", ""Norshahida Sarifuddin""]",10.1063/5.0290123,,2025,AIP Conference Proceedings,,crossref,https://doi.org/10.1063/5.0290123,
2243,"Review for ""Green-synthesized silver nanoparticle-modulated polydiacetylene-based colorimetric pesticide sensor""",[],10.1039/d5ra01243k/v1/review1,,2025,,,crossref,https://doi.org/10.1039/d5ra01243k/v1/review1,
2249,"Decision letter for ""Green-synthesized silver nanoparticle-modulated polydiacetylene-based colorimetric pesticide sensor""",[],10.1039/d5ra01243k/v1/decision1,,2025,,,crossref,https://doi.org/10.1039/d5ra01243k/v1/decision1,
2283,MP7 - Metal-Organic Framework (MOF)-based Materials for Electrochemical Sensing,"[""C. Clemente"", ""G. P. Pepe"", ""G. Ausanio"", ""V. Gargiulo"", ""L. Cimino"", ""M. Alf\u00e8""]",10.5162/eurosensors2025/mp7,,2025,Poster I,,crossref,https://doi.org/10.5162/eurosensors2025/mp7,
2284,T6.1.3 - Metal-Organic Framework (MOF)-based Materials for Electrochemical Sensing,"[""C. Clemente"", ""V. Gargiulo"", ""L. Cimino"", ""M. Alf\u00e8"", ""C. Clemente"", ""G. P. Pepe"", ""G. Ausanio""]",10.5162/eurosensors2025/t6.1.3,,2025,Lectures,,crossref,https://doi.org/10.5162/eurosensors2025/t6.1.3,
2348,"Advanced electrochemical and sensor technologies in gastroenterology: Applications of EIS, organ-on-a-chip, and ingestible/wearable devices in chronic disease diagnosis and monitoring","[""Weitong Hu"", ""Xianmei Lv""]",10.1016/j.ijoes.2025.101178,,2025,International Journal of Electrochemical Science,,crossref,https://doi.org/10.1016/j.ijoes.2025.101178,
2364,Effect of Lithium Manganese Oxide on Lithium Detection in Microfluidic Electrochemical Sensor,"[""Ali Bank"", ""Shapour Jafargholinejad"", ""Pouya Rezai""]",10.1109/transducers61432.2025.11110279,,2025,"2025 23rd International Conference on Solid-State Sensors, Actuators and Microsystems (Transducers)",biosensor,crossref,https://doi.org/10.1109/transducers61432.2025.11110279,
2371,"Review for ""Integrated wearable electrochemical sensor based on silk protein for the detection of uric acid in sweat""",[],10.1039/d5nj02422f/v1/review2,,2025,,biosensor,crossref,https://doi.org/10.1039/d5nj02422f/v1/review2,
2388,Research on Wearable Electrochemical Sensors for Sweat Analysis,"[""Linlin Ren""]",10.61173/yyt40m46,,2025,MedScien,fuel_cell,crossref,https://doi.org/10.61173/yyt40m46,https://lseee.net/index.php/ms/article/download/1416/MS005612.pdf
2401,A facile hydrothermal synthesis of MnO2/rGO nanocomposites with enhanced electrochemical performance for supercapacitor applications,"[""P. Shobha"", ""A. R. Baby Suganthi"", ""P. Sagayaraj"", ""S. Selvakumar"", ""S. Joseph Manoj Babu"", ""R. Gunaseelan"", ""S. Amala Jayanthi""]",10.1007/s10854-025-15599-w,,2025,Journal of Materials Science: Materials in Electronics,supercapacitor,semantic_scholar,https://www.semanticscholar.org/paper/9c1e981fc79bb339d52e6bc14686e0c049a27895,
2415,Thermal and electrochemical analysis on SnSO3/ZnSO3 nanocomposite,"[""R. Gayathri"", ""S. Shanmugha Soundare"", ""M. Mithren"", ""S. Ariponnammal""]",10.15251/jor.2025.212.187,,2025,Journal of Ovonic Research,fuel_cell,semantic_scholar,https://www.semanticscholar.org/paper/795cf6bfa54694773f8ffae630c23adf6dac6443,
2420,Synthesis of Rhombohedral-like Fe2O3 Nanoparticles for Iron–Air Battery Anodes,"[""T. Trinh"", ""T. Bui""]",10.1109/EEE-AM66675.2025.11473428,,2025,2025 Asia Meeting on Environment and Electrical Engineering (EEE-AM),battery,semantic_scholar,https://www.semanticscholar.org/paper/ee253eec89261d2cf29e086648f399e6dbc328bb,
2,Impedance Spectroscopy for Electroceramics and Electrochemical System,"[""Subrata Karmakar""]",,2406.15467v2,2024,,fuel_cell,arxiv,http://arxiv.org/abs/2406.15467v2,https://arxiv.org/pdf/2406.15467v2
9,Electrochemical Impedance Spectroscopy of a novel ZnA-CA (Zinc Acetate_Citric Acid) Supramolecular Metallogel,"[""Saranya Babu"", ""Aiswarya M"", ""Subhendu Dhibar"", ""Goutam Chandra"", ""P. Predeep""]",,2411.07769v1,2024,,,arxiv,http://arxiv.org/abs/2411.07769v1,https://arxiv.org/pdf/2411.07769v1
33,"Review for ""Enhanced Supercapacitor Performance Using Graphene Quantum Dots/ manganese dioxide/ tin-organic framework (NGQDs/MnO2/Sn-MOF) Hybrid Electrode""",[],10.1039/d4nj05331a/v2/review2,,2024,,supercapacitor,crossref,https://doi.org/10.1039/d4nj05331a/v2/review2,
55,Coherently Driven Quantum Harmonic Oscillator Battery,"[""Kuldeep Gangwar"", ""Anirban Pathak""]",,2401.07238v1,2024,,battery,arxiv,http://arxiv.org/abs/2401.07238v1,https://arxiv.org/pdf/2401.07238v1
59,Oxygen redox in battery cathodes: A brief overview,"[""M. Hussein N. Assadi"", ""Dorian A. H. Hanaor""]",10.1007/978-3-031-47303-6_15,2408.09942v1,2024,"Computational Design of Battery Materials, 2024",battery,arxiv,http://arxiv.org/abs/2408.09942v1,https://arxiv.org/pdf/2408.09942v1
97,Giant Seebeck Effect in PEDOT Materials with Molecular Strain,"[""Yuki Osada"", ""Ryo Takagi"", ""Hideki Arimatsu"", ""Takuya Fujima""]",,2410.23573v2,2024,,fuel_cell,arxiv,http://arxiv.org/abs/2410.23573v2,https://arxiv.org/pdf/2410.23573v2
120,Low-density functionalized amorphous carbon nanofoam as binder-free Supercapacitor electrode,"[""Subrata Ghosh"", ""Massimiliano Righi"", ""Andrea Macrelli"", ""Francesco Goto"", ""Marco Agozzino"", ""Gianlorenzo Bussetti"", ""Valeria Russo"", ""Andrea Li Bassi"", ""Carlo S. Casari""]",10.1016/j.cartre.2025.100516,2410.23060v2,2024,Carbon Trends 2025,fuel_cell,arxiv,http://arxiv.org/abs/2410.23060v2,https://arxiv.org/pdf/2410.23060v2
129,Large deviations for Independent Metropolis Hastings and Metropolis-adjusted Langevin algorithm,"[""Federica Milinanni"", ""Pierre Nyquist""]",,2403.08691v4,2024,,,arxiv,http://arxiv.org/abs/2403.08691v4,https://arxiv.org/pdf/2403.08691v4
131,Truly Sub-Nyquist Method Based Matrix Pencil and CRT with Super Resolution,"[""Huiguang Zhang"", ""Baoguo Liu""]",,2410.17841v1,2024,,fuel_cell,arxiv,http://arxiv.org/abs/2410.17841v1,https://arxiv.org/pdf/2410.17841v1
147,SiO$_2$-mediated facile hydrothermal synthesis of spiroffite-type Co$_2$Te$_3$O$_8$,"[""Austin M. Ferrenti"", ""Natalia Drichko"", ""Tyrel M. McQueen""]",10.1021/acs.inorgchem.4c04484,2407.18477v1,2024,,fuel_cell,arxiv,http://arxiv.org/abs/2407.18477v1,https://arxiv.org/pdf/2407.18477v1
166,Preparation of Sol-Gel Random Micro Lens Array,"[""Fanru Kong"", ""Chuanzhu Cheng"", ""Yuqing Liu""]",,2406.19404v1,2024,,fuel_cell,arxiv,http://arxiv.org/abs/2406.19404v1,https://arxiv.org/pdf/2406.19404v1
176,Enhanced electrochemical performance of NiMn2O4 nanomaterial synthesized using auto-combustion method,"[""P. Deva"", ""S. Ravi""]",10.1007/s10971-024-06349-1,,2024,Journal of Sol-Gel Science and Technology,,crossref,https://doi.org/10.1007/s10971-024-06349-1,https://link.springer.com/content/pdf/10.1007/s10971-024-06349-1.pdf
212,"Review for ""Tailoring NiCoCu layered double hydroxide with Ag-citrate/polyaniline/functionalized SWCNTs nanocomposites for supercapacitor applications""",[],10.1039/d4ra01324g/v2/review1,,2024,,supercapacitor,crossref,https://doi.org/10.1039/d4ra01324g/v2/review1,
215,Imprinting of Antiferromagnetic Vortex States in NiO-Fe Nanostructures,"[""M. \u015al\u0119zak"", ""T. Wagner"", ""V. K. Bharadwaj"", ""O. Gomonay"", ""A. Kozio\u0142-Rachwa\u0142"", ""T. O. Mente\u015f"", ""A. Locatelli"", ""M. Zaj\u0105c"", ""D. Wilgocka-\u015al\u0119zak"", ""P. Dr\u00f3\u017cd\u017c"", ""T. \u015al\u0119zak""]",,2403.05151v1,2024,,fuel_cell,arxiv,http://arxiv.org/abs/2403.05151v1,https://arxiv.org/pdf/2403.05151v1
220,Three-component NiO/Fe3O4/rGO nanostructure as an electrode material towards supercapacitor and alcohol electrooxidation,"[""Mohammad Bagher Askari"", ""Mohammad Taghi Tourchi Moghadam"", ""Parisa Salarizadeh""]",10.1016/j.heliyon.2024.e39399,,2024,Heliyon,supercapacitor,crossref,https://doi.org/10.1016/j.heliyon.2024.e39399,
232,Structure evolution of nanoparticulate Fe2O3,"[""Andreas Erlebach"", ""Heinz-Dieter Kurland"", ""Janet Grabow"", ""Frank A. M\u00fcller"", ""Marek Sierka""]",10.1039/C4NR06989G,2405.18637v1,2024,"Nanoscale, 2015,7, 2960-2969",fuel_cell,arxiv,http://arxiv.org/abs/2405.18637v1,https://arxiv.org/pdf/2405.18637v1
246,A Compact Electrochemical Model for a Conducting Polymer Dendrite Impedance,"[""Antoine Baron"", ""Enrique Hern\u00e1ndez-Balaguera"", ""S\u00e9bastien Pecqueur""]",,2407.00293v1,2024,,,arxiv,http://arxiv.org/abs/2407.00293v1,https://arxiv.org/pdf/2407.00293v1
256,Performance Classification and Remaining Useful Life Prediction of Lithium Batteries Using Machine Learning and Early Cycle Electrochemical Impedance Spectroscopy Measurements,"[""Christian Parsons"", ""Adil Amin"", ""Prasenjit Guptasarma""]",,2408.03469v1,2024,,,arxiv,http://arxiv.org/abs/2408.03469v1,https://arxiv.org/pdf/2408.03469v1
257,Optoionic Impedance Spectroscopy (OIS): a model-less technique for in-situ electrochemical characterization of mixed ionic electronic conductors,"[""Paul Nizet"", ""Francesco Chiabrera"", ""Yunqing Tang"", ""Nerea Alayo"", ""Beatrice Laurenti"", ""Federico Baiutti"", ""Alex Morata"", ""Albert Taranc\u00f3n""]",10.1002/smtd.202402043,2407.06632v2,2024,,,arxiv,http://arxiv.org/abs/2407.06632v2,https://arxiv.org/pdf/2407.06632v2
264,"Real time detection of C reactive protein in interstitial fluid using electrochemical impedance spectroscopy, towards wearable health monitoring","[""Aristea Grammoustianou"", ""Ali Saeidi"", ""Johan Longo"", ""Felix Risch"", ""Adrian M. Ionescu""]",,2407.16734v1,2024,,,arxiv,http://arxiv.org/abs/2407.16734v1,https://arxiv.org/pdf/2407.16734v1
267,An Assessment of Commonly Used Equivalent Circuit Models for Corrosion Analysis: A Bayesian Approach to Electrochemical Impedance Spectroscopy,"[""Runze Zhang"", ""Debashish Sur"", ""Kangming Li"", ""Julia Witt"", ""Robert Black"", ""Alexander Whittingham"", ""John R. Scully"", ""Jason Hattrick-Simpers""]",,2407.20297v1,2024,,,arxiv,http://arxiv.org/abs/2407.20297v1,https://arxiv.org/pdf/2407.20297v1
270,In-situ biological ozone detection by measuring electrochemical impedances of plant tissues,"[""Serge Kernbach""]",10.1016/j.bioelechem.2025.109088,2411.16321v1,2024,,,arxiv,http://arxiv.org/abs/2411.16321v1,https://arxiv.org/pdf/2411.16321v1
272,Physics-based battery model parametrisation from impedance data,"[""No\u00ebl Hallemans"", ""Nicola E. Courtier"", ""Colin P. Please"", ""Brady Planden"", ""Rishit Dhoot"", ""Robert Timms"", ""S. Jon chapman"", ""David Howey"", ""Stephen R. Duncan""]",10.1149/1945-7111/add41b,2412.10896v4,2024,Journal of the Electrochemical Society 172 (2025) 060507,,arxiv,http://arxiv.org/abs/2412.10896v4,https://arxiv.org/pdf/2412.10896v4
276,Accuracy Bottlenecks in Impedance Spectroscopy due to Transient Effects,"[""Victor Lopez-Richard"", ""Soumen Pradhan"", ""Leonardo K. Castelano"", ""Rafael Schio Wengenroth Silva"", ""Ovidiu Lipan"", ""Sven H\u00f6fling"", ""Fabian Hartmann""]",10.1063/5.0227045,2406.07745v2,2024,,,arxiv,http://arxiv.org/abs/2406.07745v2,https://arxiv.org/pdf/2406.07745v2
283,The Electrochemical Transistor: a device based on the Electrochemical control of a polymer Polaronic state. The PCPDT-BT as a case study,"[""Andrea Stefani"", ""Agnese Giacomino"", ""Sara Morandi"", ""Andrea Marchetti"", ""Claudio Fontanesi""]",,2402.18492v1,2024,,,arxiv,http://arxiv.org/abs/2402.18492v1,https://arxiv.org/pdf/2402.18492v1
292,Glyphosate detection via a nanomaterial-enhanced electrochemical molecularly imprinted polymer sensor,"[""Youssra Aghoutane"", ""Hakan Burhan"", ""Fatih \u015een"", ""B. Bouchikhi"", ""N. El Bari""]",10.1186/s40543-024-00417-5,,2024,Journal of Analytical Science and Technology,,semantic_scholar,https://www.semanticscholar.org/paper/ce438cdf790bfd6b0ac0ed17a2a253e29cb1213c,https://jast-journal.springeropen.com/counter/pdf/10.1186/s40543-024-00417-5
293,Silver Nanowires-Based Flexible Gold Electrode Overcoming Interior Impedance of Nanomaterial Electrodes.,"[""Hongsheng Xue"", ""Yacheng Shi"", ""Wenshuai Tian"", ""Mengxin Cao"", ""Houyong Cao"", ""Zhaolin Na"", ""Ge Jiang"", ""Zhengmu Jin"", ""Ming-Fei Lang"", ""Yang Liu"", ""Jing Sun""]",10.1002/smll.202307328,,2024,Small,,semantic_scholar,https://www.semanticscholar.org/paper/5b557d648f78a90194dd2a2769fa172b7a3907a4,
294,"Metal oxide nanomaterial-modified ion-selective electrodes for detection of NH4+ in aquaponic systems: electrochemical analyses, characterization, and sensing mechanism","[""N. T. D. Thuy"", ""Yu Han"", ""Xiaochan Wang"", ""Guo Zhao""]",10.1007/s11581-024-05799-5,,2024,Ionics (Kiel),,semantic_scholar,https://www.semanticscholar.org/paper/6430352eb28fc54a403def447ea6febbb5563ac7,
314,Cubic structured zinc ferrite methodically incorporated into porous graphene sheets as a selective Electrocatalyst for electrochemical detection of Carbendazim.,"[""K. Mariappan"", ""Saranvignesh Alagarsamy"", ""Tse-Wei Chen"", ""Shen-Ming Chen"", ""S. Sakthinathan"", ""Te-wei Chiu"", ""M. Binobead"", ""M. A. Ali"", ""M. Elshikh""]",10.1016/j.foodchem.2024.140892,,2024,Food Chemistry,,semantic_scholar,https://www.semanticscholar.org/paper/04aeeb4fb85adffa4d175cfe93e23b1523c6b417,
315,Nanomaterial-assisted molecularly imprinted polymer strategies for highly sensitive and selective determination of cefdinir and its validation using computational approach.,"[""M. A. Unal""]",10.1016/j.jpba.2024.116209,,2024,Journal of Pharmaceutical and Biomedical Analysis,,semantic_scholar,https://www.semanticscholar.org/paper/39ad8eb4e85a5f9f8efecefb0175619e8dc46889,
316,Enhancing supercapacitor performance with zinc doped MnSe nanomaterial,"[""Fiona Joyline Mascarenhas"", ""B. R. Bhat""]",10.1007/s10854-024-13032-2,,2024,Journal of Materials Science: Materials in Electronics,,semantic_scholar,https://www.semanticscholar.org/paper/3100bfc9a1cdac0a72aa253f221b9c0e10832788,
317,Synthesis of LiCo1-XNiXO2 nanomaterial by hydrothermal method as cathode for lithium ion battery,"[""H. Homad"", ""N. Ali"", ""O. Al-Jubouri"", ""M. AL-TIMIMI"", ""B. Abbas""]",10.21303/2461-4262.2024.003310,,2024,EUREKA: Physics and Engineering,,semantic_scholar,https://www.semanticscholar.org/paper/075fb9c4280571e64ecfcdbb071bdf43ad8dadae,https://journal.eu-jr.eu/engineering/article/download/3310/2477
318,Disposable impedance sensors based on novel hybrid MoS2 nanosheets and microparticles to detect Escherichia Coli DNA,"[""Tien N. Nguyen"", ""S. H. Nguyen"", ""M. T. Tran""]",10.1371/journal.pone.0299272,,2024,PLoS ONE,,semantic_scholar,https://www.semanticscholar.org/paper/c2d78595aaf6aea4f229097d690a8138d734eaea,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0299272&type=printable
319,An ultrasensitive sandwich-type electrochemical immunosensor based on rGO-TEPA/ZIF67@ZIF8/Au and AuPdRu for the detection of tumor markers CA72-4.,"[""Qinghua Yan"", ""Ruixue Wu"", ""Jiaxin Wang"", ""Tianyi Zeng"", ""Li Yang""]",10.1016/j.bioelechem.2024.108755,,2024,Bioelectrochemistry,,semantic_scholar,https://www.semanticscholar.org/paper/507e389c0effd6ae346e90859f8c2ac6b4b7e600,
320,"Improved photocatalytic activity triggered by UV light, as well as electrochemical sensing characteristics of MgO nanoparticles","[""S. C. Asha"", ""S. Divakara"", ""B. Mahesh"", ""C. R. Ravikumar"", ""H. C. A. Murthy""]",10.1080/03067319.2024.2415528,,2024,International Journal of Environmental Analytical Chemistry,,semantic_scholar,https://www.semanticscholar.org/paper/314c6a8d1205f530c420027f0f32397329d137b5,
321,Platinum Group Metal (PGM) free multi metallic nanomaterial: a potential electrocatalyst for Ethanol Oxidation,"[""Susmita Singh"", ""Prodipta Pal"", ""S. Roy"", ""Shalini Basak"", ""Prantica Saha"", ""Anushna Dutta"", ""Sinthia Saha"", ""Mainak Bose""]",10.55730/1300-0527.3709,,2024,Turkish journal of chemistry,,semantic_scholar,https://www.semanticscholar.org/paper/88888755e568a08640390398c8ec6d3669b5537d,
322,Development of a green-synthesized molecularly imprinted polymer-based electrochemical nanosensor for the determination of N-nitrosodimethylamine (NDMA) in serum and tap water,"[""N. Jadon"", ""Ahmet \u00c7etinkaya"", ""Goksu Ozcelikay-Aky\u0131ld\u0131z"", ""S. Kaya"", ""E. B. Atici"", ""Lokman Uzun"", ""S. Ozkan""]",10.1007/s00604-024-06850-y,,2024,Microchimica Acta,,semantic_scholar,https://www.semanticscholar.org/paper/dbbf1132e0cf81b162ae5a7e650df0c334de2db3,
